PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR
10009435,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,6.583333333,VOCATION 154,UNIT 219,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,3,4,17.23960153,0,12.9669865,16.29597986
10009438,Male,China,Singaporean,26,25 to 30,Marr.,RANK 11,JUNIOR WOSE,2,MILITARY REGULARS,SERVICE D,SERVICE C,CS (Mil),3.75,VOCATION 256,UNIT 1,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,YES,GCE 'A' Level,GCE 'A' LEVEL,YES,NO,NO,0,0,0,0,0,NO,NO,NO,3,3-ROOM,PUBLIC,3,NONE,NO,0,2,5,17.23960153,0,-25.86263735,-20.96328813
10009439,Male,Singapore,Singaporean,20,25 and Below,Single,RANK 11,JUNIOR WOSE,0,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,CS (Mil),0.333333333,VOCATION 182,UNIT 349,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN ELECTRONICS (COMPUTER & NETWORKING),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,17.23960153,0,0,0
10009440,Male,Germany,Singaporean,26,25 to 30,Single,RANK 12,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE A,SERVICE A,SAVER-EOS,7.666666667,VOCATION 203,UNIT 357,0,0,0,University,Honours Degree,9,BACHELOR OF ARTS MAGNA CUM LAUDE,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,5,40.65,0,13.03053382,17.11298015
10009445,Male,Singapore,Singaporean,27,25 to 30,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,6.916666667,VOCATION 59,UNIT 136,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,11.52,0,1.667559205,8.85810275
10009448,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,4,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,4.916666667,VOCATION 252,UNIT 23,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,NO,NO,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,4,6.81,0,5.598036132,16.44967227
10009454,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,5.916666667,VOCATION 12,UNIT 15,0,0,0,Diploma,Diploma,6,DIPLOMA IN AERONAUTICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,0,0,-11.43033138,6.16165522
10009455,Male,Malaysia,Singaporean,27,25 to 30,Single,RANK 12,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE D,SAVER-EOS,8.333333333,VOCATION 279,UNIT 263,0,0,0,University,Pass Degree,8,BACHELOR OF MEDICINE AND BACHELOR OF SURGERY,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,0,LANDED,PRIVATE,8,NONE,NO,0,2,4,18.28,0,63.40582727,53.48794999
10009456,Male,Hong Kong,Singaporean,27,25 to 30,Marr.,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,7.583333333,VOCATION 236,UNIT 367,2,2,4,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,0,3,38.2,0,0.32442975,13.19231173
10009461,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,6.583333333,VOCATION 236,UNIT 350,0,0,0,Diploma,Diploma,6,DIPLOMA IN MARINE & OFFSHORE TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,NO,NO,0,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,17.23960153,0,9.316342721,17.56035946
10009466,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 16,JUNIOR OFFICER,2,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,SAVER-EOS,4.583333333,VOCATION 203,UNIT 269,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,NO,NO,0,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,3,12.85,0,0,0
10009467,Male,Singapore,Singaporean,36,36 to 40,Marr.,RANK 22,MIDDLE ME,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,18.33333333,VOCATION 236,UNIT 344,2,9,9.5,Diploma,Diploma,6,DIPLOMA IN COMPUTER STUDIES,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,37.36,0,-2.008071757,10.69445658
10009470,Male,Singapore,Singaporean,35,31 to 35,Marr.,RANK 21,JUNIOR ME,1,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,18.33333333,VOCATION 155,UNIT 26,1,1,1,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,4-ROOM,YES,0,2,5,12.52,0,-16.44027816,-22.45071249
10009472,Male,Singapore,Singaporean,39,36 to 40,Single,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,21.41666667,VOCATION 12,UNIT 273,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,15.06,0,-10.63254415,7.826870761
10009473,Male,Singapore,Singaporean,36,36 to 40,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,20.5,VOCATION 18,UNIT 244,2,0,1,Diploma,Advanced Diploma,7,ADVANCED DIPLOMA IN COMPUTER AND COMMUNICATION SYSTEM,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,1,3.55,0,-7.617870183,10.11242437
10009477,Male,Singapore,Singaporean,36,36 to 40,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,19.33333333,VOCATION 12,UNIT 114,2,5,6,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,5,8.72,0,-12.21862885,8.452068618
10009478,Male,Singapore,Singaporean,39,36 to 40,Marr.,RANK 5,MIDDLE WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,16.41666667,VOCATION 92,UNIT 2,3,2,3.666666667,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS,NO,NONE,NONE,NO,NO,NO,3,3,2,1,1,YES,YES,YES,2,5-ROOM,PUBLIC,5,3-ROOM,YES,2,2,4,17.67,2,-22.1216154,-22.39575328
10009481,Male,Singapore,Singaporean,36,36 to 40,Marr.,RANK 5,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,13,VOCATION 92,UNIT 8,3,0,2.666666667,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS,NO,NONE,NONE,NO,NO,NO,3,2,1,0,0,YES,YES,YES,1,PRIVATE NON-LANDED,PRIVATE,7,EXECUTIVE,YES,1,2,5,35.07,0,-21.44533275,-16.52724742
10009487,Male,Singapore,Singaporean,39,36 to 40,Marr.,RANK 5,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,21.41666667,VOCATION 36,UNIT 24,2,3,5.5,Secondary,GCE 'N' Level,3,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,2,2,1,0,0,NO,NO,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,17.23960153,0,-25.9920691,-20.94628973
10009488,Male,Singapore,Singaporean,36,36 to 40,Marr.,RANK 7,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,14.33333333,VOCATION 92,UNIT 402,1,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,2,2,1,0,0,NO,NO,NO,2,4-ROOM,PUBLIC,4,3-ROOM,YES,1,3,5,20.4,1,-21.67086594,-21.06388931
10009503,Male,Singapore,Singaporean,28,25 to 30,Single,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE D,MDES,8.166666667,VOCATION 163,UNIT 219,0,0,0,University,Pass Degree,8,BACHELOR OF COMPUTING,YES,Pass Degree,BACHELOR OF COMPUTING (COMMUNICATIONS AND MEDIA),NO,NO,NO,0,0,0,0,0,YES,NO,NO,0,PRIVATE NON-LANDED,PRIVATE,7,5-ROOM,YES,2,1,4,18.36,0,36.77887326,20.36002337
10009504,Male,Singapore,Singaporean,29,25 to 30,Marr.,RANK 21,JUNIOR ME,1,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,9.083333333,VOCATION 19,UNIT 273,2,3,5,Diploma,Diploma,6,DIPLOMA IN LOGISTICS AND OPERATION MANAGEMENT,NO,NONE,NONE,NO,NO,NO,2,1,1,1,0,NO,NO,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,0,5,6.02,0,-20.59369483,11.29306896
10009507,Male,Singapore,Singaporean,28,25 to 30,Single,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE D,MDES,10.41666667,VOCATION 163,UNIT 26,0,0,0,University,Honours Degree,9,BACHELOR OF ENGINEERING (ELECTRICAL ENGINEERING) (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,YES,4,LANDED,PRIVATE,8,NONE,NO,0,2,4,11.13,0,-6.742877162,12.89408335
10009508,Male,Singapore,Singaporean,28,25 to 30,Single,RANK 12,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE B,SERVICE B,SAVER-EOS,9.333333333,VOCATION 252,UNIT 17,0,0,0,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,17.23960153,0,-4.621201651,19.661046
10009512,Male,Singapore,Singaporean,27,25 to 30,Single,RANK 19,JUNIOR ME,2,NATIONAL SERVICEMEN,SERVICE C,SERVICE C,MDES,7.75,VOCATION 154,UNIT 147,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,4,11.62,0,-9.679225493,-11.15716007
10009520,Male,Singapore,Singaporean,29,25 to 30,Marr.,RANK 19,JUNIOR ME,0,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,1,VOCATION 21,UNIT 10,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,NO,NONE,NONE,YES,NO,NO,1,1,1,1,1,YES,YES,YES,0,5-ROOM,PUBLIC,5,NONE,NO,0,2,5,17.23960153,0,56.40797721,46.86609687
10009521,Male,Singapore,Singaporean,30,25 to 30,Single,RANK 19,JUNIOR ME,3,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,MDES,14.33333333,VOCATION 59,UNIT 94,0,0,0,Technical Education,NTC2/NITEC,5,ELECTRONICS(INSTRUMENTATION),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,17.23960153,0,-25.50086608,7.790749241
10009525,Male,Singapore,Singaporean,27,25 to 30,Single,RANK 21,JUNIOR ME,0,MILITARY REGULARS,SERVICE F,SERVICE B,MDES,8.166666667,VOCATION 12,UNIT 260,0,0,0,Diploma,Diploma,6,DIPLOMA IN ENGINEERING INFORMATICS,NO,NONE,NONE,NO,NO,NO,2,1,1,1,1,YES,YES,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,14.02,0,-15.34263862,8.135459959
10009534,Male,Singapore,Singaporean,31,31 to 35,Single,RANK 18,MIDDLE OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,11.58333333,VOCATION 121,UNIT 215,0,0,0,University,Honours Degree,9,BACHELOR OF COMMERCE (FIRST CLASS HONOURS),NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,NO,1,EXECUTIVE,PUBLIC,6,NONE,NO,0,3,5,17.23960153,0,-14.833272,10.5094162
10009536,Male,Singapore,Singaporean,31,31 to 35,Marr.,RANK 23,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,11.08333333,VOCATION 234,UNIT 364,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,YES,NO,NO,1,0,0,0,0,YES,YES,NO,5,4-ROOM,PUBLIC,4,4-ROOM,YES,0,1,4,39.59,0,-17.03258554,12.707198
10009542,Male,Singapore,Singaporean,26,25 to 30,Marr.,RANK 1,JUNIOR WOSE,2,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,Premium Plan 1,6.166666667,VOCATION 269,UNIT 140,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC AND COMPUTER ENGINEERING,NO,NONE,NONE,YES,NO,NO,2,1,1,0,0,NO,NO,NO,2,3-ROOM,PUBLIC,3,NONE,NO,0,2,5,17.23960153,0,0,0
10009544,Male,Singapore,Singaporean,29,25 to 30,Single,RANK 7,MIDDLE WOSE,1,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,PP-EWOS,12.91666667,VOCATION 117,UNIT 163,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,NO,NONE,NONE,NO,NO,NO,3,3,2,1,0,YES,YES,YES,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,37.65,2,-10.46569451,-15.084912
10009545,Male,Singapore,Singaporean,30,25 to 30,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,10.33333333,VOCATION 12,UNIT 111,2,3,4,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,8.3,0,-31.06044935,8.513343527
10009546,Male,Singapore,Singaporean,28,25 to 30,Single,RANK 12,MIDDLE OFFICER,4,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,SAVER-EOS,10.16666667,VOCATION 203,UNIT 367,0,0,0,University,Master,10,MASTER OF ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,5,24.97,0,0,0
10009548,Male,Singapore,Singaporean,29,25 to 30,Marr.,RANK 12,MIDDLE OFFICER,4,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,SAVER-EOS,10.41666667,VOCATION 203,UNIT 357,0,0,0,University,Honours Degree,9,BACHELOR OF ARTS (SECOND CLASS HONOURS (UPPER)),NO,NONE,NONE,YES,NO,NO,1,0,0,0,0,YES,YES,NO,1,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,4,21.42,0,0,0
10009550,Male,Singapore,Singaporean,29,25 to 30,Marr.,RANK 18,MIDDLE OFFICER,2,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,10.33333333,VOCATION 44,UNIT 83,0,0,0,University,Master,10,MASTER OF ARTS,NO,NONE,NONE,YES,NO,NO,1,1,1,0,0,YES,YES,YES,3,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,3,4,5.96,0,0,0
10009555,Male,Singapore,Singaporean,34,31 to 35,Marr.,RANK 22,MIDDLE ME,0,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,15.16666667,VOCATION 154,UNIT 222,1,3,3,Diploma,Diploma,6,DIPLOMA IN COMPUTER STUDIES,NO,NONE,NONE,NO,NO,NO,2,1,1,1,1,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,3,5,17.23960153,0,-12.83743161,10.06599648
10009556,Male,Singapore,Singaporean,35,31 to 35,Marr.,RANK 22,MIDDLE ME,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,18.33333333,VOCATION 236,UNIT 374,0,0,0,Diploma,Diploma,6,DIPLOMA IN MARINE ENGINEERING,YES,Diploma,DIPLOMA IN MARINE ENGINEERING,NO,NO,NO,1,1,1,1,0,YES,NO,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,11.41,1,-3.605339425,9.858325334
10009559,Male,Singapore,Singaporean,34,31 to 35,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,12.58333333,VOCATION 12,UNIT 32,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,1,5,14.04,0,-26.71604327,7.208388713
10009575,Male,Singapore,Singaporean,32,31 to 35,Marr.,RANK 21,JUNIOR ME,3,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,14.91666667,VOCATION 12,UNIT 31,3,1,3,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,6,4-ROOM,PUBLIC,4,NONE,NO,0,1,1,24.42,0,-42.86132511,8.371851345
10009579,Male,Singapore,Singaporean,31,31 to 35,Marr.,RANK 21,JUNIOR ME,2,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,9.833333333,VOCATION 12,UNIT 152,1,3,3,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,1,LANDED,PRIVATE,8,4-ROOM,YES,4,1,5,25.02,0,17.52264011,-6.316039416
10009580,Male,Singapore,Singaporean,34,31 to 35,Marr.,RANK 18,MIDDLE OFFICER,2,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,14.08333333,VOCATION 121,UNIT 290,2,2,3.5,Diploma,Diploma,6,DIPLOMA IN QUALITY ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,5,23.6,0,-15.21171586,14.49196299
10009583,Male,Singapore,Singaporean,33,31 to 35,Marr.,RANK 21,JUNIOR ME,2,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,10.58333333,VOCATION 16,UNIT 24,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,0,5,17.23960153,0,10.03486653,-15.23794067
10009585,Male,Singapore,Singaporean,32,31 to 35,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,11.91666667,VOCATION 157,UNIT 13,2,2,3,Diploma,Diploma,6,DIPLOMA IN TELECOMMUNICATION,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,24.1,0,-50.26981762,4.73099187
10009586,Male,Singapore,Singaporean,33,31 to 35,Single,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,12.33333333,VOCATION 154,UNIT 221,0,0,0,Diploma,Diploma,6,DIPLOMA IN ENGINEERING INFORMATICS,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,2,3,8.48,0,-35.36196547,6.671699115
10009590,Male,Singapore,Singaporean,34,31 to 35,Single,RANK 7,MIDDLE WOSE,0,MILITARY REGULARS,SERVICE A,SERVICE A,PP-EWOS,13.08333333,VOCATION 197,UNIT 172,0,0,0,Diploma,Diploma,6,DIPLOMA IN MECHATRONICS ENGINEERING,NO,NONE,NONE,NO,NO,NO,2,2,1,1,1,YES,YES,YES,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,5,18.18,0,-28.57895827,-22.06531638
10009593,Male,Singapore,Singaporean,32,31 to 35,Single,RANK 21,JUNIOR ME,2,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,11.91666667,VOCATION 19,UNIT 24,0,0,0,University,Pass Degree,8,BACHELOR OF ENGINEERING MANAGEMENT,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,NO,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,21.47,0,-44.89066364,9.601304385
10009594,Male,Singapore,Singaporean,32,31 to 35,Single,RANK 7,MIDDLE WOSE,1,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,PP-EWOS,13.25,VOCATION 125,UNIT 6,0,0,0,Technical Education,ITC/Higher NITEC,5,MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,3,2,2,1,0,YES,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,3,4,9.7,0,-30.6270519,-13.78627837
10009598,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 39,MIDDLE WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,7.833333333,VOCATION 122,UNIT 410,0,0,0,Technical Education,NTC2/NITEC,5,NATIONAL ITE CERTIFICATE IN PRECISION ENGINEERING (MACHINING) (CERTIFICATE OF MERIT),NO,NONE,NONE,NO,NO,NO,4,3,2,1,1,YES,YES,NO,1,4-ROOM,PUBLIC,4,5-ROOM,YES,-1,2,5,21.44,0,-27.73111135,-20.22821172
10009599,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 21,JUNIOR ME,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES-CS,5.833333333,VOCATION 236,UNIT 45,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,2,1,1,1,0,YES,YES,NO,2,3-ROOM,PUBLIC,3,NONE,NO,0,0,3,38.26,1,8.121403808,16.0742656
10009614,Male,Singapore,Singaporean,26,25 to 30,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,5.583333333,VOCATION 154,UNIT 147,0,0,0,Diploma,Diploma,6,DIPLOMA IN NURSING,NO,NONE,NONE,NO,NO,NO,2,1,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,1,12.66,2,295.0221976,11.64670437
10009615,Male,Singapore,Singaporean,25,25 and Below,Single,RANK 19,JUNIOR ME,1,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,MDES,8.583333333,VOCATION 12,UNIT 153,0,0,0,Diploma,Diploma,6,DIPLOMA IN AEROSPACE TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,2,1,0,0,0,NO,NO,NO,1,EXECUTIVE,PUBLIC,6,NONE,NO,0,2,5,0,0,-1.694480928,-7.985355697
10009630,Male,Singapore,Singaporean,24,25 and Below,Single,RANK 16,JUNIOR OFFICER,1,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,2.666666667,VOCATION 80,UNIT 64,0,0,0,Diploma,Diploma,6,DIPLOMA IN MOBILE & WIRELESS COMPUTING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,NO,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,3,5,12.58,0,21.93388354,8.015876505
10009631,Male,Singapore,Singaporean,23,25 and Below,Single,RANK 19,JUNIOR ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,6.583333333,VOCATION 236,UNIT 372,0,0,0,Diploma,Diploma,6,DIPLOMA IN MARINE & OFFSHORE TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,NO,NO,0,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,28,0,7.182689329,17.30042222
10009632,Male,Singapore,Singaporean,31,31 to 35,Single,RANK 19,JUNIOR ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,9.75,VOCATION 172,UNIT 377,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,0,3,7.87,0,4.564754358,9.682941925
10009634,Male,Singapore,Singaporean,31,31 to 35,Marr.,RANK 21,JUNIOR ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,11.33333333,VOCATION 236,UNIT 370,1,0,0,Technical Education,NTC2/NITEC,5,ELECTRONICS(WAFER FABRICATION),NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,NO,NO,1,5-ROOM,PUBLIC,5,4-ROOM,YES,1,1,3,22.56,0,-24.36017899,12.69223427
